timestamp	value
2025:04:30 19:30:30.951	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:31:55.289	"[{""MBID""; ""15"", ""CMD""; ""WE_OFF""}, {""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""-408259"", ""SPD""; ""1550"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:32:00.154	"[{""MBID""; ""15"", ""CMD""; ""WSPD"", ""SPD""; ""1000"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:32:00.878	"[{""MBID""; ""15"", ""CMD""; ""WE_ON""}] from callbackCmd - SendCMD"
2025:04:30 19:32:08.717	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""-418269"", ""SPD""; ""100"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:32:09.984	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""-428276"", ""SPD""; ""100"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:32:11.273	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""-438283"", ""SPD""; ""100"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:32:12.554	MBID;10,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:32:12.569	MBID;27,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:32:12.656	MBID;6,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:32:12.671	MBID;11,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:32:12.687	MBID;9,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:32:12.705	MBID;31,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:32:12.723	MBID;15,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:32:12.742	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:33:57.834	MBID;15,CMD;WMOVE,MODE;1,POS;-408259,SPD;150,ACC;1000,DECC;1000 from callbackCmd - _invoke_callback
2025:04:30 19:33:59.412	MBID;10,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:33:59.432	MBID;27,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:33:59.458	MBID;6,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:33:59.484	MBID;11,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:33:59.509	MBID;9,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:33:59.537	MBID;31,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:33:59.566	MBID;15,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:33:59.591	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:34:52.991	MBID;15,CMD;WMOVE,MODE;65,POS;10000,SPD;50,ACC;1000,DECC;1000 from callbackCmd - _invoke_callback
2025:04:30 19:34:54.442	MBID;10,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:34:54.459	MBID;27,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:34:54.484	MBID;6,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:34:54.500	MBID;11,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:34:54.520	MBID;9,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:34:54.541	MBID;31,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:34:54.556	MBID;15,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:34:54.575	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:40:08.278	"[{""MBID""; ""15"", ""CMD""; ""WE_OFF""}, {""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""975000"", ""SPD""; ""1000"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:40:15.455	"[{""MBID""; ""15"", ""CMD""; ""WSPD"", ""SPD""; ""500"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:40:18.037	"[{""MBID""; ""15"", ""CMD""; ""WE_ON""}] from callbackCmd - SendCMD"
2025:04:30 19:40:20.423	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""985006"", ""SPD""; ""100"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:40:21.724	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""995028"", ""SPD""; ""100"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:40:23.008	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""1005041"", ""SPD""; ""100"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:40:24.315	MBID;10,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:40:24.330	MBID;27,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:40:24.349	MBID;6,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:40:24.377	MBID;11,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:40:24.406	MBID;9,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:40:24.429	MBID;31,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:40:24.448	MBID;15,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:40:24.468	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:40:25.064	TTS OK ; 10,10,알람이 발생하였습니다.
2025:04:30 19:52:17.238	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""-50000000"", ""SPD""; ""300"", ""ACC""; ""3000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:52:17.817	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:17.843	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:17.870	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:17.896	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:17.911	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:17.927	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:17.944	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:17.965	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:18.378	MBID;10,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:18.398	MBID;27,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:18.419	MBID;6,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:18.438	MBID;11,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:18.452	MBID;9,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:18.466	MBID;31,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:18.487	MBID;15,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:18.504	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:18.935	TTS OK ; 10,10,알람이 발생하였습니다.
2025:04:30 19:52:19.482	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:19.512	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:19.540	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:19.557	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:19.583	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:19.611	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:19.630	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:19.657	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:21.086	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:21.113	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:21.141	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:21.157	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:21.172	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:21.190	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:21.212	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:21.229	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:22.281	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""-50000000"", ""SPD""; ""300"", ""ACC""; ""3000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:52:22.698	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:22.712	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:22.756	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:22.786	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:22.803	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:22.835	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:22.855	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:22.876	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:23.294	MBID;10,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:23.332	MBID;27,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:23.379	MBID;6,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:23.407	MBID;11,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:23.437	MBID;9,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:23.462	MBID;31,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:23.488	MBID;15,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:23.503	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:23.788	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:23.815	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:23.842	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:23.868	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:23.898	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:23.924	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:23.948	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:23.973	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:24.738	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""50000000"", ""SPD""; ""300"", ""ACC""; ""3000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:52:25.108	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.149	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.210	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.227	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.247	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.263	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.292	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.311	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.841	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.862	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.892	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.908	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.923	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.941	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.957	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:25.972	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:26.667	MBID;10,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:26.687	MBID;27,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:26.711	MBID;6,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:26.725	MBID;11,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:26.741	MBID;9,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:26.757	MBID;31,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:26.774	MBID;15,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:26.791	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:27.236	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:27.257	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:27.277	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:27.300	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:27.315	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:27.339	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:27.358	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:27.388	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:28.353	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:28.367	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:28.385	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:28.400	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:28.415	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:28.429	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:28.448	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:28.465	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:29.477	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:29.521	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:29.537	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:29.551	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:29.566	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:29.582	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:29.599	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:29.615	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:30.096	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""50000000"", ""SPD""; ""300"", ""ACC""; ""3000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:52:30.469	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:30.489	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:30.510	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:30.532	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:30.562	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:30.581	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:30.603	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:30.624	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:31.012	MBID;10,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:31.028	MBID;27,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:31.044	MBID;6,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:31.059	MBID;11,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:31.080	MBID;9,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:31.098	MBID;31,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:31.117	MBID;15,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:31.133	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:32.229	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:32.299	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:32.315	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:32.331	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:32.347	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:32.361	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:32.379	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:32.396	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:33.461	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:33.489	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:33.511	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:33.536	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:33.562	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:33.579	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:33.607	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:33.625	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:34.734	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:34.757	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:34.779	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:34.796	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:34.840	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:34.867	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:34.885	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:34.899	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:35.493	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""50000000"", ""SPD""; ""300"", ""ACC""; ""3000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:52:36.128	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:36.153	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:36.188	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:36.218	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:36.233	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:36.253	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:36.269	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:36.283	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:36.686	MBID;10,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:36.704	MBID;27,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:36.722	MBID;6,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:36.741	MBID;11,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:36.773	MBID;9,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:36.794	MBID;31,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:36.811	MBID;15,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:36.838	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:38.451	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""-50000000"", ""SPD""; ""300"", ""ACC""; ""3000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:52:38.981	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:38.998	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:39.014	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:39.059	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:39.088	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:39.106	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:39.135	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:39.152	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:39.475	MBID;10,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:39.494	MBID;27,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:39.520	MBID;6,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:39.539	MBID;11,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:39.561	MBID;9,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:39.583	MBID;31,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:39.603	MBID;15,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:39.621	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:39.865	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""50000000"", ""SPD""; ""300"", ""ACC""; ""3000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:52:40.383	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:40.411	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:40.452	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:40.469	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:40.494	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:40.520	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:40.538	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:40.553	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:40.913	MBID;10,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:40.931	MBID;27,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:40.950	MBID;6,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:40.969	MBID;11,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:40.989	MBID;9,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:41.014	MBID;31,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:41.029	MBID;15,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
